R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,MNGPS_NM,MNGPS_TELN,XCORD,YCORD,XX,YY,CD_GUBUN,geometry,경도,위도
9782.0,1147000000,318,서울특별시,양천구,1.0,학교,월촌초등학교 체육관,1147010200109010001015997,1147010200.0,1147055000,서울특별시 양천구 목동중앙로 132(목동),540,208,,02-2620-3505,126.87619,37.54002,189057.75839,548953.0822,안전,POINT (126.8740610513329 37.53938339445981),126.8740610513329,37.53938339445981
9778.0,1147000000,314,서울특별시,양천구,1.0,학교,서울서정초등학교,1147010200109270005021000,1147010200.0,1147051000,서울특별시 양천구 목동로8길 19(목동),708,272,기획예산과장,2620-3176,126.86752,37.52424,188288.82746,547203.0291,안전,POINT (126.8653885949265 37.52360602098044),126.8653885949265,37.52360602098044
9775.0,1147000000,24,서울특별시,양천구,1.0,학교,신서중학교 체육관,1147010100103100006000001,1147010100.0,1147062000,서울특별시 양천구 중앙로 206(신정동),860,331,,,126.85616,37.51566,187283.6051,546251.69121,안전,POINT (126.85333129007711 37.51491279445712),126.85333129007711,37.51491279445712
9776.0,1147000000,12,서울특별시,양천구,1.0,학교,목동초등학교 체육관,1147010100100860002005586,1147010100.0,1147063000,서울특별시 양천구 목동동로12길 12(신정동),810,312,,,126.87209,37.52248,188692.40656,547007.06989,안전,POINT (126.86995710619429 37.52184545356798),126.86995710619429,37.52184545356798
9781.0,1147000000,317,서울특별시,양천구,1.0,학교,영도초등학교,1147010200109030001016214,1147010200.0,1147055000,서울특별시 양천구 목동중앙로 70(목동),931,358,재무과장,02-2620-3211,126.87145,37.53582,188638.23346,548487.95826,안전,POINT (126.86932131405612 37.53518759956784),126.86932131405612,37.53518759956784
10306.0,1154500000,353,서울특별시,금천구,4.0,관공서,시흥4동주민센터,1154510300108120038000001,1154510300.0,1154570000,서울특별시 금천구 독산로36길 14(시흥동),132,50,김미희,02-2104-5460,126.90618,37.45895,191698.91181,539952.0875,안전,POINT (126.90409641994376 37.458386841183135),126.90409641994376,37.458386841183135
10307.0,1154500000,344,서울특별시,금천구,4.0,관공서,시흥1동주민센터,1154510300108860006000001,1154510300.0,1154567000,서울특별시 금천구 시흥대로58길 36(시흥동),314,120,박종찬,02-2104-5360,126.90327,37.45357,191441.26278,539355.31244,안전,POINT (126.90114168874192 37.45293216230516),126.90114168874192,37.45293216230516
9779.0,1147000000,315,서울특별시,양천구,1.0,학교,양화초등학교 체육관,1147010200105420000019226,1147010200.0,1147052000,서울특별시 양천구 목동중앙북로16길 57(목동),632,243,문화체육과장,2620-3401,126.87454,37.54338,188912.87384,549326.31852,안전,POINT (126.87241600375354 37.54274454799029),126.87241600375354,37.54274454799029
10313.0,1156000000,424,서울특별시,영등포구,1.0,학교,영원중학교,1156010100105760006037076,1156010100.0,1156051500,서울특별시 영등포구 영등포로62길 31(영등포동),513,197,이관웅,02-847-2634,126.91373,37.51556,192373.28463,546234.46722,안전,POINT (126.91179771000054 37.51487733719338),126.91179771000054,37.51487733719338
10312.0,1156000000,425,서울특별시,영등포구,1.0,학교,서울영원초등학교,1156010100106470002037065,1156010100.0,1156051500,서울특별시 영등포구 도영로22길 31(영등포동),590,227,신환철,02-831-6691,126.90233,37.51071,191365.07511,545697.50661,안전,POINT (126.90014544815298 37.51012619773292),126.90014544815298,37.51012619773292
10310.0,1154500000,355,서울특별시,금천구,6.0,교회,예향교회,1154510300108360020000541,1154510300.0,1154571000,서울특별시 금천구 금하로21길 9(시흥동),165,63,이기영,,126.90798,37.45193,191858.13889,539172.67092,안전,POINT (126.90589941462595 37.45128818774293),126.90589941462595,37.45128818774293
10305.0,1154500000,351,서울특별시,금천구,4.0,관공서,시흥3동주민센터,1154510300109560003004004,1154510300.0,1154569000,서울특별시 금천구 시흥대로18길 40(시흥동),198,76,박복술,,126.90583,37.44028,191666.14386,537879.85952,안전,POINT (126.90369991452376 37.43964021713213),126.90369991452376,37.43964021713213
10309.0,1154500000,354,서울특별시,금천구,6.0,교회,시흥감리교회,1154510300108260010000479,1154510300.0,1154571000,서울특별시 금천구 금하로23나길 9(시흥동),181,69,손석동,,126.90937,37.45225,191980.81713,539208.85673,안전,POINT (126.9072413108568 37.45161746351179),126.9072413108568,37.45161746351179
10311.0,1154500000,349,서울특별시,금천구,7.0,기타시설,하누리주간보호센터,1154510300109720004003877,1154510300.0,1154569000,서울특별시 금천구 시흥대로2길 57(시흥동),132,50,이미순,,126.90643,37.43524,191718.45763,537320.36798,안전,POINT (126.90429406032474 37.43464987450981),126.90429406032474,37.43464987450981
10318.0,1156000000,474,서울특별시,영등포구,13.0,"연수,숙박",하이서울유스호스텔,1156010800100590001000001,1156010800.0,1156053500,서울특별시 영등포구 영신로 200(영등포동7가),9807,330,김기만,,126.90344,37.5256,191464.36533,547349.51467,긴급,POINT (126.90103838056129 37.52494392923217),126.90103838056129,37.52494392923217
10316.0,1156000000,465,서울특별시,영등포구,4.0,관공서,영등포동주민센터,1156010300102220002033878,1156010300.0,1156053500,서울특별시 영등포구 영등포로53길 22(영등포동2가),336,129,이시헌,02-2670-1054,126.91064,37.52031,192100.2189,546762.44994,긴급,POINT (126.90857510123108 37.519758111856355),126.90857510123108,37.519758111856355
10323.0,1156000000,463,서울특별시,영등포구,4.0,관공서,여의동주민센터,1156011000100050008000001,1156011000.0,1156054000,서울특별시 영등포구 국제금융로 124(여의도동),140,54,이윤정,02-2670-1083,126.93451,37.51765,194210.77208,546464.73043,안전,POINT (126.93244682088157 37.517016587593425),126.93244682088157,37.517016587593425
10314.0,1156000000,440,서울특별시,영등포구,3.0,경로당,구립영등포본동경로당,1156010100106200050000001,1156010100.0,1156051500,서울특별시 영등포구 영신로9나길 7(영등포동),292,112,하남순,02-3457-7037,126.90668,37.51295,191749.72424,545946.05435,안전,POINT (126.90455403501362 37.5123180314872),126.90455403501362,37.5123180314872
9763.0,1147000000,323,서울특별시,양천구,1.0,학교,목동중학교 체육관,1147010100100850168005544,1147010100.0,1147063000,서울특별시 양천구 목동동로 172(신정동),620,238,,,126.87089,37.5201,188586.32972,546743.2627,안전,POINT (126.86876120055871 37.51946721796824),126.86876120055871,37.51946721796824
10315.0,1156000000,464,서울특별시,영등포구,4.0,관공서,영등포본동주민센터,1156010100105920070000001,1156010100.0,1156051500,서울특별시 영등포구 신길로61길 17(영등포동),75,29,이진희,02-2670-1025,126.90939,37.51471,191989.59204,546140.7982,안전,POINT (126.90726503682944 37.51407484706862),126.90726503682944,37.51407484706862
10320.0,1156000000,417,서울특별시,영등포구,1.0,학교,여의도고등학교,1156011000100300001031125,1156011000.0,1156054000,서울특별시 영등포구 국제금융로7길 37(여의도동),986,379,윤혜영,782-0852,126.93412,37.52506,194176.50787,547287.3494,긴급,POINT (126.93198672818673 37.524538443766545),126.93198672818673,37.524538443766545
10317.0,1156000000,410,서울특별시,영등포구,1.0,학교,서울영중초등학교,1156010800100530000032736,1156010800.0,1156053500,서울특별시 영등포구 양산로 185(영등포동7가),198,76,유성희,02-2633-7844,126.90396,37.52381,191510.69075,547151.29656,긴급,POINT (126.90183649780076 37.5231751929442),126.90183649780076,37.5231751929442
10322.0,1156000000,441,서울특별시,영등포구,3.0,경로당,구립시범(아)경로당,1156011000100500002000001,1156011000.0,1156054000,"서울특별시 영등포구 63로 45(여의도동, 여의도시범아파트)",165,63,최정균,02-786-8765,126.93702,37.52058,194432.87295,546789.62779,긴급,POINT (126.93523960728744 37.52070635772232),126.93523960728744,37.52070635772232
10321.0,1156000000,426,서울특별시,영등포구,1.0,학교,서울윤중초등학교,1156011000100380000031498,1156011000.0,1156054000,서울특별시 영등포구 여의나루로2길 14(여의도동),689,265,이은아,02-783-6727,126.92289,37.5198,193183.57831,546704.10309,긴급,POINT (126.92069987660471 37.519138837443364),126.92069987660471,37.519138837443364
10319.0,1156000000,458,서울특별시,영등포구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",영등포동주민자치회관,1156010800100590004032061,1156010800.0,1156053500,서울특별시 영등포구 국회대로44길 4(영등포동7가),196,75,이현지,02-2670-1055,126.90361,37.52538,191479.4212,547325.71901,긴급,POINT (126.90148073584695 37.524746431046864),126.90148073584695,37.524746431046864
10324.0,1156000000,442,서울특별시,영등포구,3.0,경로당,구립당산3가경로당,1156011300104090000000002,1156011300.0,1156055000,서울특별시 영등포구 당산로29길 9(당산동3가),132,51,윤영숙,2670-1687,126.89395,37.52603,190625.76994,547398.3179,안전,POINT (126.89182274215474 37.52539228126389),126.89182274215474,37.52539228126389
9804.0,1147000000,327,서울특별시,양천구,1.0,학교,갈산초등학교,1147010100103300010000226,1147010100.0,1147068000,서울특별시 양천구 목동로 31(신정동),660,254,,,126.86963,37.51145,188473.61961,545782.92572,안전,POINT (126.86771439951221 37.511260002477044),126.86771439951221,37.511260002477044
9803.0,1147000000,325,서울특별시,양천구,1.0,학교,금옥중학교 체육관,1147010100107290000004597,1147010100.0,1147064000,서울특별시 양천구 신정로 213(신정동),577,222,,,126.84385,37.51065,186193.86438,545697.83863,안전,POINT (126.84171753719784 37.51001529428173),126.84171753719784,37.51001529428173
9805.0,1147000000,335,서울특별시,양천구,1.0,학교,신목초등학교 체육관,1147010100102810002000028,1147010100.0,1147063000,서울특별시 양천구 신목로5길 11-6 (신정동),661,254,,,126.87328,37.51698,188796.78382,546396.08682,안전,POINT (126.87102450931592 37.516378239619975),126.87102450931592,37.516378239619975
10325.0,1156000000,466,서울특별시,영등포구,4.0,관공서,당산1동주민센터,1156011300102500000029028,1156011300.0,1156055000,서울특별시 영등포구 양산로23길 11(당산동3가),175,67,김계현,0226701106,126.89731,37.52501,190922.44373,547285.15863,안전,POINT (126.89518030079935 37.52437567455518),126.89518030079935,37.52437567455518
9802.0,1147000000,382,서울특별시,양천구,3.0,경로당,강월경로당,1147010300110040000009106,1147010300.0,1147061000,서울특별시 양천구 남부순환로82길 29(신월동),36,14,,,126.83645,37.51552,185540.56333,546238.64519,안전,POINT (126.83431471638937 37.514840690193594),126.83431471638937,37.514840690193594
9812.0,1147000000,386,서울특별시,양천구,3.0,경로당,갈산경로당,1147010100103300013000239,1147010100.0,1147068000,서울특별시 양천구 목동남로 90(신정동),178,69,,,126.86902,37.51098,188419.77939,545730.30915,안전,POINT (126.8664587007625 37.510351121062556),126.8664587007625,37.510351121062556
9813.0,1147000000,388,서울특별시,양천구,3.0,경로당,오금경로당,1147010100101900002000469,1147010100.0,1147068000,서울특별시 양천구 목동남로2길 50-5 (신정동),108,42,,,126.8638,37.50634,187957.61578,545216.49934,안전,POINT (126.86167431472461 37.505703096909855),126.86167431472461,37.505703096909855
9808.0,1147000000,369,서울특별시,양천구,1.0,학교,서울은정초등학교,1147010100102760002000250,1147010100.0,1147068000,서울특별시 양천구 목동남로 85(신정동),270,103,,02-2645-6873,126.86726,37.51138,188264.51698,545774.87069,안전,POINT (126.86513638194901 37.51073797522324),126.86513638194901,37.51073797522324
9807.0,1147000000,385,서울특별시,양천구,1.0,학교,서울지향초등학교,1147010100112840000000003,1147010100.0,1147064000,서울특별시 양천구 신정로11길 74(신정동),650,250,,,126.83716,37.51324,185603.51241,545985.95118,안전,POINT (126.83503478650431 37.51260215183651),126.83503478650431,37.51260215183651
9810.0,1147000000,373,서울특별시,양천구,1.0,학교,서울장수초등학교,1147010100112880002114692,1147010100.0,1147064000,서울특별시 양천구 신정로13가길 30(신정동),478,184,,,126.84494,37.51278,186290.91952,545933.61904,안전,POINT (126.84281093302431 37.51214112088217),126.84281093302431,37.51214112088217
9806.0,1147000000,340,서울특별시,양천구,1.0,학교,신서고등학교,1147010100109840001000001,1147010100.0,1147065000,서울특별시 양천구 은행정로 42(신정동),2986,1148,,,126.85994,37.52383,187618.79211,547158.28611,긴급,POINT (126.85780952663495 37.52319416798042),126.85780952663495,37.52319416798042
9814.0,1147000000,384,서울특별시,양천구,3.0,경로당,단산경로당,1147010100102960119006144,1147010100.0,1147063000,서울특별시 양천구 신목로 58-12 (신정동),230,89,,,126.87398,37.52014,188859.63034,546747.07634,안전,POINT (126.87185267719245 37.51950497517201),126.87185267719245,37.51950497517201
9815.0,1147000000,367,서울특별시,양천구,4.0,관공서,신정4동주민센터,1147010100109490005002545,1147010100.0,1147065000,서울특별시 양천구 오목로34길 5(신정동),844,325,,,126.85582,37.52464,187255.35029,547248.60439,안전,POINT (126.85369657239222 37.52400291356766),126.85369657239222,37.52400291356766
9811.0,1147000000,387,서울특별시,양천구,3.0,경로당,목동2차우성아파트1단지경로당,1147010100103370002000004,1147010100.0,1147068000,"서울특별시 양천구 목동남로4길 6-46 (신정동, 목동2차우성아파트)",168,65,,,126.86521,37.50656,188082.07104,545240.26126,안전,POINT (126.8629333850723 37.50635993259092),126.8629333850723,37.50635993259092
9816.0,1147000000,346,서울특별시,양천구,4.0,관공서,신정3동넒은들민원센터,1147010100112870005005517,1147010100.0,1147064000,서울특별시 양천구 남부순환로88길 5-7 (신정동),372,143,,,126.84152,37.51144,185988.66834,545785.23376,안전,POINT (126.83939508537811 37.51079958830047),126.83939508537811,37.51079958830047
9809.0,1147000000,372,서울특별시,양천구,1.0,학교,서울신은초등학교,1147010100107810014000001,1147010100.0,1147064000,서울특별시 양천구 신정이펜2로 30(신정동),650,250,,,126.83189,37.51408,185137.83535,546079.86557,안전,POINT (126.82976578110032 37.51344099268039),126.82976578110032,37.51344099268039
9818.0,1147000000,349,서울특별시,양천구,4.0,관공서,해누리타운(양천구청 별관),1147010100103220011000001,1147010100.0,1147067000,서울특별시 양천구 목동동로 81(신정동),396,152,,,126.86382,37.51604,187960.83894,546292.57237,안전,POINT (126.86169311927775 37.515398550696005),126.86169311927775,37.515398550696005
9821.0,1147000000,366,서울특별시,양천구,4.0,관공서,신정2동주민센터,1147010100103290009006187,1147010100.0,1147063000,서울특별시 양천구 목동동로 154(신정동),120,46,,,126.87055,37.51924,188555.80682,546647.92626,안전,POINT (126.86855154576718 37.51857589701407),126.86855154576718,37.51857589701407
9817.0,1147000000,348,서울특별시,양천구,4.0,관공서,양천구청 본관,1147010100103210004000689,1147010100.0,1147067000,서울특별시 양천구 목동동로 105(신정동),350,135,,,126.86663,37.51698,188209.43015,546397.48472,안전,POINT (126.8645033018234 37.51634699950045),126.8645033018234,37.51634699950045
9820.0,1147000000,365,서울특별시,양천구,4.0,관공서,신정1동주민센터,1147010100110510011006914,1147010100.0,1147062000,서울특별시 양천구 중앙로32길 1(신정동),140,53,,,126.85422,37.51859,187112.09944,546576.89725,안전,POINT (126.85208782535692 37.51794890728721),126.85208782535692,37.51794890728721
9819.0,1147000000,368,서울특별시,양천구,4.0,관공서,신정7동주민센터,1147010100103240005000610,1147010100.0,1147068000,서울특별시 양천구 목동동로 37(신정동),983,378,,,126.85964,37.5144,187590.72636,546111.10543,안전,POINT (126.85750977384846 37.51375869315084),126.85750977384846,37.51375869315084
9829.0,1147000000,370,서울특별시,양천구,1.0,학교,서울경인초등학교,1147010200109110004016150,1147010200.0,1147055000,서울특별시 양천구 안양천로 1009(목동),631,242,유영숙,,126.88626,37.53312,189946.67092,548185.68413,안전,POINT (126.8841294667958 37.53247924611263),126.8841294667958,37.53247924611263
9823.0,1147000000,347,서울특별시,양천구,7.0,기타시설,양천어르신종합복지관,1147010100103250003000283,1147010100.0,1147068000,서울특별시 양천구 목동로3길 106(신정동),119,46,,,126.85862,37.51043,187499.8092,545671.41764,안전,POINT (126.85648885024715 37.50979585278525),126.85648885024715,37.50979585278525
9828.0,1147000000,8,서울특별시,양천구,1.0,학교,정목초등학교 체육관,1147010200107570001000001,1147010200.0,1147054000,서울특별시 양천구 목동중앙로3길 30-10 (목동),120,46,일자리경제과장,02-2620-4801,126.87006,37.53652,188515.61787,548565.06144,안전,POINT (126.86793286923042 37.53588075109892),126.86793286923042,37.53588075109892
9830.0,1147000000,374,서울특별시,양천구,1.0,학교,신목중학교,1147010200109020001016101,1147010200.0,1147055000,서울특별시 양천구 목동중앙로 88(목동),735,282,김영선,,126.87317,37.53683,188790.03118,548599.44048,안전,POINT (126.87103711539943 37.536193889721986),126.87103711539943,37.536193889721986
9831.0,1147000000,6,서울특별시,양천구,3.0,경로당,새말어르신사랑방,1147010200102300032020266,1147010200.0,1147052000,서울특별시 양천구 목동중앙본로2길 13-11 (목동),133,51,어르신장애인과장,02-2620-3356,126.87011,37.5398,188520.80305,548928.99073,안전,POINT (126.86798579028294 37.5391598178348),126.86798579028294,37.5391598178348
9822.0,1147000000,333,서울특별시,양천구,7.0,기타시설,신정종합사회복지관,1147010100109040004001669,1147010100.0,1147065000,서울특별시 양천구 신정중앙로 80(신정동),144,55,,,126.86049,37.52649,187668.36095,547453.84077,안전,POINT (126.858365325244 37.525857736249485),126.858365325244,37.525857736249485
9832.0,1147000000,334,서울특별시,양천구,3.0,경로당,용왕어르신사랑방,1147010200105170021019421,1147010200.0,1147052000,서울특별시 양천구 목동중앙북로24길 1-31 (목동),95,36,어르신장애인과장,02-2620-3356,126.87982,37.54619,189379.59921,549637.06166,안전,POINT (126.87765217740473 37.54558300554536),126.87765217740473,37.54558300554536
9824.0,1147000000,359,서울특별시,양천구,7.0,기타시설,신목종합사회복지관,1147010100112780001006188,1147010100.0,1147063000,"서울특별시 양천구 신목로 5(신정동, 목동삼성아파트)",176,68,,,126.8765,37.51693,189082.11434,546390.38553,안전,POINT (126.87407408589755 37.51630002460457),126.87407408589755,37.51630002460457
9827.0,1147000000,391,서울특별시,양천구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",갈산문화예술센터,1147010100200740015000001,1147010100.0,1147068000,서울특별시 양천구 목동남로 106-23 (신정동),100,38,,,126.87071,37.51042,188569.32482,545668.33556,안전,POINT (126.86790565112062 37.508787768020134),126.86790565112062,37.508787768020134
9826.0,1147000000,350,서울특별시,양천구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",양천구민체육센터,1147010100103220010000700,1147010100.0,1147067000,서울특별시 양천구 목동동로 87(신정동),644,247,,,126.86439,37.51654,188010.84534,546348.99063,안전,POINT (126.86225787519403 37.51590754639969),126.86225787519403,37.51590754639969
9825.0,1147000000,390,서울특별시,양천구,13.0,"연수,숙박",모카호텔,1147010100108980011001063,1147010100.0,1147065000,서울특별시 양천구 목동로 229(신정동),260,10,,,126.86362,37.52906,187945.5976,547737.83066,안전,POINT (126.8614970367086 37.52842014755941),126.8614970367086,37.52842014755941
9837.0,1147000000,356,서울특별시,양천구,4.0,관공서,목4동주민센터,1147010200109040019017286,1147010200.0,1147054000,서울특별시 양천구 목동중앙로 25(목동),538,207,,,126.86834,37.53238,188362.91424,548106.2997,안전,POINT (126.86630135657899 37.53181218957621),126.86630135657899,37.53181218957621
9833.0,1147000000,379,서울특별시,양천구,3.0,경로당,청산어르신사랑방,1147010200107240001016439,1147010200.0,1147054000,서울특별시 양천구 목동중앙남로3가길 68(목동),97,37,,,126.86458,37.53854,188031.11211,548790.72448,안전,POINT (126.86235904174998 37.53808526991068),126.86235904174998,37.53808526991068
9834.0,1147000000,342,서울특별시,양천구,4.0,관공서,목5동주민센터,1147010200109080032000001,1147010200.0,1147055000,서울특별시 양천구 목동서로 41(목동),468,180,,,126.88174,37.53719,189547.65622,548637.81061,안전,POINT (126.8796086985555 37.53654849841195),126.8796086985555,37.53654849841195
9835.0,1147000000,357,서울특별시,양천구,4.0,관공서,목동보건지소,1147010200107170028018469,1147010200.0,1147053000,서울특별시 양천구 목동중앙본로7가길 11(목동),650,250,,,126.86698,37.5401,188243.48602,548963.01113,안전,POINT (126.8648475264661 37.5394628444221),126.8648475264661,37.5394628444221
9838.0,1147000000,353,서울특별시,양천구,4.0,관공서,목1동주민센터,1147010200109190003020800,1147010200.0,1147051000,서울특별시 양천구 목동서로 192(목동),26,10,,,126.87114,37.53039,188610.34405,547884.79806,안전,POINT (126.86901510972486 37.52975279083655),126.86901510972486,37.52975279083655
9836.0,1147000000,354,서울특별시,양천구,4.0,관공서,목2동주민센터,1147010200105300006020299,1147010200.0,1147052000,서울특별시 양천구 목동중앙본로 120(목동),281,108,,,126.87164,37.54613,188657.04923,549631.27635,긴급,POINT (126.86951659065126 37.54548911795281),126.86951659065126,37.54548911795281
9842.0,1147000000,16,서울특별시,양천구,1.0,학교,양강초등학교 체육관,1147010300104950001013386,1147010300.0,1147057000,서울특별시 양천구 오목로 101(신월동),613,236,,02-2620-3296,126.84859,37.52415,186615.68606,547195.1965,안전,POINT (126.84646136164736 37.523512724889464),126.84646136164736,37.523512724889464
9840.0,1147000000,358,서울특별시,양천구,7.0,기타시설,목동종합사회복지관,1147010200105520001019780,1147010200.0,1147052000,서울특별시 양천구 목동중앙북로8길 104(목동),185,71,,,126.86633,37.54427,188186.914,549425.43684,안전,POINT (126.86419989181208 37.54362860340472),126.86419989181208,37.54362860340472
9844.0,1147000000,22,서울특별시,양천구,1.0,학교,강월초등학교 체육관,1147010300109870003000029,1147010300.0,1147061100,서울특별시 양천구 신월로 97(신월동),796,306,,02-2620-3571,126.83473,37.5159,185388.61276,546281.33249,안전,POINT (126.83213970143974 37.51560179889165),126.83213970143974,37.51560179889165
9846.0,1147000000,320,서울특별시,양천구,1.0,학교,양원초등학교,1147010300100400001000003,1147010300.0,1147058000,서울특별시 양천구 화곡로 16(신월동),662,255,,02-2620-4831,126.82304,37.53865,184360.54335,548808.53489,안전,POINT (126.82091572730378 37.53801332156972),126.82091572730378,37.53801332156972
9848.0,1147000000,351,서울특별시,양천구,1.0,학교,신월중학교,1147010300100170006009875,1147010300.0,1147060000,서울특별시 양천구 남부순환로29길 25(신월동),723,278,,,126.82887,37.54103,184876.07828,549071.57304,안전,POINT (126.82674346512208 37.540391898444454),126.82674346512208,37.540391898444454
9843.0,1147000000,18,서울특별시,양천구,1.0,학교,강서초등학교 체육관,1147010300104410000010754,1147010300.0,1147059000,서울특별시 양천구 오목로 31(신월동),663,255,,02-2620-3381,126.84006,37.52201,185861.2523,546959.16403,안전,POINT (126.83793132354924 37.521374756960796),126.83793132354924,37.521374756960796
9839.0,1147000000,355,서울특별시,양천구,4.0,관공서,목3동주민센터,1147010200106420001000001,1147010200.0,1147053000,서울특별시 양천구 목동중앙남로16나길 55(목동),125,48,,,126.8644,37.54478,188016.9633,549483.25421,안전,POINT (126.86227587622957 37.54414727713938),126.86227587622957,37.54414727713938
9847.0,1147000000,321,서울특별시,양천구,1.0,학교,신남초등학교,1147010300105870000000001,1147010300.0,1147061000,서울특별시 양천구 남부순환로83길 44(신월동),198,75,,02-2620-3516,126.84425,37.51604,186230.69495,546296.20772,안전,POINT (126.84212289763478 37.5154071629872),126.84212289763478,37.5154071629872
9845.0,1147000000,319,서울특별시,양천구,1.0,학교,양강중학교 체육관,1147010300104990002000001,1147010300.0,1147057000,서울특별시 양천구 중앙로 319(신월동),684,263,,02-2620-3261,126.85032,37.52444,186768.57734,547227.58225,안전,POINT (126.84819034252533 37.52380667309668),126.84819034252533,37.52380667309668
9841.0,1147000000,378,서울특별시,양천구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",목동문화체육센터,1147010200109460001000001,1147010200.0,1147052000,서울특별시 양천구 목동중앙본로 73(목동),620,238,,,126.86905,37.54279,188427.00339,549261.67559,안전,POINT (126.86691921551956 37.54215617446319),126.86691921551956,37.54215617446319
9853.0,1147000000,375,서울특별시,양천구,1.0,학교,서울신원초등학교,1147010300102020001012807,1147010300.0,1147058000,서울특별시 양천구 남부순환로58길 32(신월동),580,223,,,126.83053,37.52929,185020.38196,547768.57562,안전,POINT (126.82778465772348 37.5288918700232),126.82778465772348,37.5288918700232
9849.0,1147000000,352,서울특별시,양천구,1.0,학교,신화중학교,1147010300100170007000002,1147010300.0,1147060000,서울특별시 양천구 남부순환로29길 35(신월동),589,227,,,126.83004,37.54069,184979.34191,549033.86948,안전,POINT (126.82791262404764 37.54005391034235),126.82791262404764,37.54005391034235
9850.0,1147000000,338,서울특별시,양천구,1.0,학교,강신초등학교 교사시설,1147010300100060007009701,1147010300.0,1147060000,서울특별시 양천구 월정로 280(신월동),120,46,,02-2620-3421,126.82945,37.54254,184927.44036,549239.05543,안전,POINT (126.82732116662702 37.54190181708903),126.82732116662702,37.54190181708903
9851.0,1147000000,383,서울특별시,양천구,1.0,학교,양천중학교,1147010300109480000008219,1147010300.0,1147061100,서울특별시 양천구 지양로7길 32(신월동),970,300,,,126.83062,37.51952,185026.00226,546684.44709,안전,POINT (126.82848845409757 37.51888644955911),126.82848845409757,37.51888644955911
9852.0,1147000000,376,서울특별시,양천구,1.0,학교,강신중학교,1147010300110100000000003,1147010300.0,1147061000,서울특별시 양천구 남부순환로 604(신월동),936,360,,,126.83891,37.51524,185758.49372,546208.01172,안전,POINT (126.83678343691712 37.51460531707447),126.83678343691712,37.51460531707447
9895.0,1147000000,381,서울특별시,양천구,3.0,경로당,태양 경로당,1147010300104220001010639,1147010300.0,1147059000,서울특별시 양천구 오목로3길 34(신월동),100,38,,,126.83851,37.52428,185724.82721,547211.31747,안전,POINT (126.83638322427218 37.52364461643732),126.83638322427218,37.52364461643732
9855.0,1147000000,330,서울특별시,양천구,3.0,경로당,곰달래어르신사랑방,1147010300102210022015250,1147010300.0,1147056000,서울특별시 양천구 남부순환로63길 16-4 (신월동),130,50,,02-2620-3356,126.83481,37.52861,185398.83996,547692.68462,안전,POINT (126.8326859050108 37.52797656258396),126.8326859050108,37.52797656258396
9880.0,1147000000,329,서울특별시,양천구,1.0,학교,영도중학교,1147010200107350000016516,1147010200.0,1147054000,서울특별시 양천구 목동중앙남로 27(목동),617,237,교육지원과장,02-2620-3106,126.86598,37.53589,188155.37831,548496.20171,안전,POINT (126.86385809881396 37.535255768689325),126.86385809881396,37.535255768689325
9881.0,1147000000,336,서울특별시,양천구,1.0,학교,목운초등학교,1147010200109220000000001,1147010200.0,1147051000,서울특별시 양천구 목동동로 235(목동),1181,454,문화체육과장,02-2620-3401,126.87303,37.52684,188776.55764,547490.68056,안전,POINT (126.87148026301855 37.52622659318907),126.87148026301855,37.52622659318907
9882.0,1147000000,380,서울특별시,양천구,1.0,학교,월촌중학교,1147010200109090000016114,1147010200.0,1147055000,서울특별시 양천구 목동서로 31(목동),934,359,,,126.8832,37.53786,189677.30116,548712.12373,안전,POINT (126.88091120178987 37.536850369214456),126.88091120178987,37.536850369214456
9854.0,1147000000,9,서울특별시,양천구,3.0,경로당,신대어르신사랑방,1147010300101360013014756,1147010300.0,1147056000,서울특별시 양천구 곰달래로1길 37(신월동),177,68,어르신장애인과장,02-2620-3356,126.83132,37.53264,185091.13031,548139.68478,안전,POINT (126.8291956708709 37.53199910166897),126.8291956708709,37.53199910166897
9897.0,1147000000,377,서울특별시,양천구,3.0,경로당,월성경로당,1147010300101190000021399,1147010300.0,1147056000,서울특별시 양천구 곰달래로11길 24(신월동),99,38,,,126.83579,37.53205,185486.09376,548073.54388,안전,POINT (126.83370904901174 37.531237539187394),126.83370904901174,37.531237539187394
